代碼,英文,中文,屬性,職業,天生星,自動,覆蓋
31813,Tanjiro Kamado,,風,攻擊,5,B,
31814,Tanjiro Kamado,,光,攻擊,5,B,
10412,Tantra,,火,體力,2,D,
19913,Tanya,,風,攻擊,4,B,
23311,Tanzaite,,水,防禦,4,B,
18402,Taoist,,火,攻擊,3,C,
18405,Taoist,,暗,體力,3,A,
18401,Taoist,,水,攻擊,4,C,
18403,Taoist,,風,防禦,4,C,
18404,Taoist,,光,體力,4,C,
14611,Taor,,水,攻擊,5,B,
22213,Taranys,,風,防禦,5,B,
22313,Taranys,,風,防禦,5,B,
29812,Tarnisha,,火,支援,5,B,
10611,Tarq,,水,攻擊,2,D,
10631,Tarq,,水,攻擊,2,D,
10214,Taru,,光,攻擊,2,D,
10312,Tatu,,火,攻擊,2,D,
10332,Tatu,,火,攻擊,2,D,
18113,Taurus,,風,攻擊,4,B,
10914,Teon,,光,支援,3,C,
19212,Tesarion,泰莎麗恩,火,體力,5,S,
14513,Teshar,,風,攻擊,5,B,
19611,Tetra,,水,支援,4,A,
31101,Tetsuya,,水,支援,4,B,
31111,Tetsuya,,水,支援,4,B,
31104,Tetsuya,,光,支援,4,B,
31114,Tetsuya,,光,支援,4,B,
31102,Tetsuya,,火,支援,5,B,
31112,Tetsuya,,火,支援,5,B,
31103,Tetsuya,,風,支援,5,B,
31113,Tetsuya,,風,支援,5,B,
31105,Tetsuya,,暗,支援,5,B,
31115,Tetsuya,,暗,支援,5,B,
20415,Thebae,特貝,暗,體力,5,B,
31312,Theodora,,火,支援,5,B,
19211,Theomars,,水,攻擊,5,S,
34215,Theonia,,暗,攻擊,5,B,
26713,Thomas,,風,攻擊,5,B,
16015,Thrain,,暗,攻擊,3,C,
16035,Thrain,,暗,攻擊,3,B,
21214,Tian Lang,天狼,光,體力,5,A,
18913,Tiana,緹娜,風,支援,5,A,
17214,Tien Qin,,光,攻擊,3,C,
12811,Tigresse,,水,支援,1,D,
11615,Tilasha,,暗,支援,4,B,
29713,Tirsa,,風,攻擊,5,B,
32312,Tityus,,火,防禦,5,B,
24812,Todd,,火,支援,4,B,
18711,Toma,,水,攻擊,3,C,
31401,Tomb Warden,,水,體力,4,C,
31402,Tomb Warden,,火,體力,4,C,
31403,Tomb Warden,,風,體力,4,C,
31404,Tomb Warden,,光,體力,4,C,
31405,Tomb Warden,,暗,體力,4,C,
25012,Tomoe,智江,火,支援,5,B,
16914,Tosi,,光,攻擊,4,B,
25601,Totemist,,水,支援,5,B,
25602,Totemist,,火,支援,5,B,
25603,Totemist,,風,支援,5,A,
25604,Totemist,,光,支援,5,B,
25605,Totemist,,暗,支援,5,B,
20811,Tractor,,水,防禦,3,C,
20831,Tractor,,水,防禦,3,B,
22415,Trasar,,暗,體力,4,B,
22515,Trasar,,暗,體力,4,B,
20012,Trevor,,火,攻擊,4,B,
21413,Triana,,風,支援,4,B,
13815,Trinity,特裡妮蒂,暗,體力,5,B,
29511,Triss,,水,支援,4,B,
29513,Triss,,風,支援,4,B,
29512,Triss,,火,攻擊,5,B,
29514,Triss,,光,支援,5,B,
29515,Triss,,暗,攻擊,5,B,
19713,Triton,特裡同,風,防禦,5,A,
27115,Truffle,,暗,體力,4,B,
29101,Twin Angels,,水,支援,5,B,
29102,Twin Angels,,火,支援,5,B,
29103,Twin Angels,,風,支援,5,B,
29104,Twin Angels,,光,支援,5,B,
29105,Twin Angels,,暗,支援,5,B,
11811,Tyron,,水,攻擊,4,B,
11601,Undine,,水,支援,4,A,
11602,Undine,,火,支援,4,C,
11603,Undine,,風,支援,4,C,
11604,Undine,,光,支援,4,C,
11605,Undine,,暗,支援,4,C,
21501,Unicorn,,水,體力,5,B,
21502,Unicorn,,火,體力,5,B,
21503,Unicorn,,風,體力,5,A,
21504,Unicorn,,光,體力,5,A,
21505,Unicorn,,暗,體力,5,B,
10712,Ursha,,火,體力,2,D,
10732,Ursha,,火,體力,2,D,
17711,Urtau,,水,體力,3,C,
28513,Usha,,風,攻擊,4,B,
15201,Vagabond,,水,體力,2,D,
15203,Vagabond,,風,體力,2,D,
15202,Vagabond,,火,防禦,3,C,
15204,Vagabond,,光,防禦,3,A,
15205,Vagabond,,暗,防禦,3,C,
22214,Valantis,,光,體力,5,B,
22314,Valantis,,光,體力,5,B,
29615,Valdemar,,暗,體力,5,B,
13801,Valkyrja,,水,體力,5,B,
13802,Valkyrja,,火,支援,5,S,
13803,Valkyrja,,風,攻擊,5,A,
13804,Valkyrja,,光,防禦,5,B,
13805,Valkyrja,,暗,體力,5,B,
14701,Vampire,,水,體力,4,C,
14702,Vampire,,火,攻擊,4,S,
14703,Vampire,,風,攻擊,4,C,
14704,Vampire,,光,攻擊,5,B,
14705,Vampire,,暗,攻擊,5,B,
23005,Vampire Lord,,暗,攻擊,5,B,
24515,Vancliffe,梵克里夫,暗,攻擊,5,B,
13812,Vanessa,凡妮莎,火,支援,5,S,
12814,Varis,,光,支援,1,D,
28512,Varuna,,火,攻擊,4,B,
11515,Varus,,暗,防禦,3,B,
11535,Varus,,暗,防禦,3,B,
17012,Velajuel,貝拉爵日,火,支援,5,A,
31315,Velaska,維拉斯卡,暗,支援,5,S,
17813,Velfinodon,,風,防禦,3,C,
28312,Vendhan,班丹,火,攻擊,5,B,
28412,Vendhan,,火,攻擊,5,B,
14411,Verad,,水,防禦,5,A,
14712,Verdehile,費得海,火,攻擊,4,S,
24915,Vereesa,,暗,支援,4,B,
32603,Vermilion Bird Dancer,,風,支援,4,C,
32613,Vermilion Bird Dancer,,風,支援,4,B,
32604,Vermilion Bird Dancer,,光,攻擊,4,C,
32614,Vermilion Bird Dancer,,光,攻擊,4,B,
32601,Vermilion Bird Dancer,,水,體力,5,B,
32611,Vermilion Bird Dancer,,水,體力,5,B,
32602,Vermilion Bird Dancer,,火,支援,5,B,
32612,Vermilion Bird Dancer,,火,支援,5,B,
32605,Vermilion Bird Dancer,,暗,支援,5,B,
32615,Vermilion Bird Dancer,,暗,支援,5,B,
19215,Veromos,貝拉穆斯,暗,支援,5,S,
26114,Veronica,費洛妮卡,光,攻擊,5,A,
22412,Vidurr,,火,防禦,3,C,
14011,Vigor,,水,體力,3,B,
14031,Vigor,,水,體力,3,B,
14801,Viking,,水,攻擊,2,D,
14803,Viking,,風,體力,2,D,
14804,Viking,,光,防禦,2,D,
14802,Viking,,火,防禦,3,C,
14805,Viking,,暗,體力,3,C,
21415,Vivachel,維瓦切,暗,支援,5,S,
31415,Volg,,暗,體力,4,B,
28515,Vritra,,暗,體力,4,B,
15614,Walkers,,光,攻擊,3,C,
14813,Walter,,風,體力,2,D,
10702,Warbear,,火,體力,2,D,
10703,Warbear,,風,體力,2,S,
10705,Warbear,,暗,體力,2,D,
10701,Warbear,,水,體力,3,C,
10704,Warbear,,光,體力,3,C,
15611,Wayne,,水,攻擊,3,C,
25701,Weapon Master,,水,攻擊,5,B,
25702,Weapon Master,,火,攻擊,5,B,
25703,Weapon Master,,風,攻擊,5,B,
25704,Weapon Master,,光,攻擊,5,B,
25705,Weapon Master,,暗,攻擊,5,A,
20614,Wedjat,維阿傑特,光,防禦,5,B,
17215,Wei Shin,,暗,攻擊,3,C,
14001,Werewolf,,水,體力,3,C,
14002,Werewolf,,火,體力,3,C,
14003,Werewolf,,風,防禦,3,C,
14004,Werewolf,,光,體力,3,A,
14005,Werewolf,,暗,體力,3,C,
30901,Werner,,水,防禦,5,B,
30911,Werner,,水,防禦,5,B,
30902,Werner,,火,攻擊,5,B,
30912,Werner,,火,攻擊,5,B,
30903,Werner,,風,防禦,5,B,
30913,Werner,,風,防禦,5,B,
30904,Werner,,光,防禦,5,B,
30914,Werner,,光,防禦,5,B,
30905,Werner,,暗,攻擊,5,B,
30915,Werner,,暗,攻擊,5,B,
14214,White Angelmon,,光,素材,1,D,
18214,White King Angelmon,,光,素材,1,D,
32803,White Tiger Blade Master,,風,攻擊,4,C,
32813,White Tiger Blade Master,,風,攻擊,4,B,
32805,White Tiger Blade Master,,暗,攻擊,4,C,
32815,White Tiger Blade Master,,暗,攻擊,4,B,
32801,White Tiger Blade Master,,水,支援,5,B,
32811,White Tiger Blade Master,,水,支援,5,B,
32802,White Tiger Blade Master,,火,攻擊,5,B,
32812,White Tiger Blade Master,,火,攻擊,5,B,
32804,White Tiger Blade Master,,光,攻擊,5,B,
32814,White Tiger Blade Master,,光,攻擊,5,B,
20713,Windy,,風,支援,4,B,
18315,Wolyung,月英,暗,攻擊,5,A,
18413,Woochi,,風,防禦,4,B,
18415,Woonhak,,暗,體力,3,A,
18615,Woonsa,雲師,暗,體力,5,A,
18611,Woosa,雨師,水,體力,5,A,
23515,Xiana,,暗,攻擊,5,B,
23615,Xiana,,暗,攻擊,5,B,
17212,Xiao Chun,,火,攻擊,3,C,
17311,Xiao Lin,,水,攻擊,4,B,
15014,Xiao Ling,,光,體力,3,B,
15034,Xiao Ling,,光,體力,3,B,
16813,Xing Zhe,孫行者,風,體力,5,A,
21212,Xiong Fei,,火,防禦,5,B,
15811,Yaku,,水,攻擊,3,C,
29012,Yeji and Sapsaree,,火,支援,4,B,
15513,Yen,,風,攻擊,4,B,
29413,Yennefer,,風,攻擊,4,B,
29414,Yennefer,,光,支援,4,B,
29411,Yennefer,,水,攻擊,5,B,
29412,Yennefer,葉奈法,火,支援,5,S,
29415,Yennefer,,暗,攻擊,5,B,
18314,Yeonhong,豔紅,光,支援,5,A,
23913,Yeonhwa,,風,支援,4,B,
10401,Yeti,,水,防禦,2,D,
10402,Yeti,,火,體力,2,D,
10403,Yeti,,風,防禦,2,D,
10404,Yeti,,光,防禦,2,D,
10405,Yeti,,暗,體力,3,C,
30413,Yuji Itadori,,風,攻擊,4,B,
30414,Yuji Itadori,,光,攻擊,4,B,
30411,Yuji Itadori,,水,攻擊,5,B,
30412,Yuji Itadori,,火,攻擊,5,B,
30415,Yuji Itadori,,暗,攻擊,5,B,
29013,Yuna and Sapsaree,,風,支援,4,B,
14412,Zaiross,,火,攻擊,5,A,
25913,Zen,,風,支援,5,B,
27215,Zenisek,杰尼薛克,暗,支援,5,A,
32212,Zenitsu Agatsuma,,火,攻擊,4,B,
32214,Zenitsu Agatsuma,,光,攻擊,4,B,
32211,Zenitsu Agatsuma,,水,攻擊,5,B,
32213,Zenitsu Agatsuma,,風,攻擊,5,B,
32215,Zenitsu Agatsuma,我妻善逸,暗,攻擊,5,A,
22013,Zenobia,,風,攻擊,4,B,
19513,Zephicus,,風,體力,3,C,
14414,Zerath,傑拉斯,光,體力,5,B,
14615,Zeratu,澤拉圖,暗,攻擊,5,B,
27211,Zibala,吉帕拉,水,支援,5,B,
18112,Zibrolta,,火,攻擊,4,B,
27212,Zima,吉瑪,火,攻擊,5,B,
16515,Zinc,,暗,防禦,3,C,
16535,Zinc,,暗,防禦,3,B,
36001,Übel,,水,攻擊,4,C,
36011,Übel,,水,攻擊,4,B,
36002,Übel,,火,攻擊,4,C,
36012,Übel,,火,攻擊,4,B,
36003,Übel,,風,攻擊,4,C,
36013,Übel,,風,攻擊,4,B,
36004,Übel,,光,攻擊,4,C,
36014,Übel,,光,攻擊,4,B,
36005,Übel,,暗,攻擊,4,C,
36015,Übel,,暗,攻擊,4,B,
