代碼,圖示,英文,中文,屬性,職業,天生星,覺醒,收錄,強度,滿HP,滿ATK,滿DEF,SPD,暴率,暴傷,抵抗,命中,取得方式
15233,unit_icon_0082_3_3.png,Roid,,風,體力,2,二次覺醒,可召喚,D,12015,615,615,98,15,50,15,0,
27011,unit_icon_0100_1_1.png,Rosemary,,水,攻擊,4,覺醒,可召喚,B,9885,790,527,116,15,50,15,0,
19514,unit_icon_0034_3_2.png,Rumicus,,光,攻擊,3,覺醒,可召喚,C,9555,692,483,105,15,50,15,0,Scroll of Light and Darkness
25801,unit_icon_0081_0_1.png,Rune Blacksmith,,水,支援,4,未覺醒,可召喚,C,9555,615,560,102,15,50,15,0,
25802,unit_icon_0081_0_2.png,Rune Blacksmith,,火,支援,4,未覺醒,可召喚,C,9720,560,604,102,15,50,15,0,
25803,unit_icon_0081_0_3.png,Rune Blacksmith,,風,支援,4,未覺醒,可召喚,C,9885,549,604,102,15,50,15,0,
25804,unit_icon_0081_0_4.png,Rune Blacksmith,,光,支援,4,未覺醒,可召喚,C,9390,549,637,102,15,50,15,0,
25805,unit_icon_0081_0_5.png,Rune Blacksmith,,暗,支援,4,未覺醒,可召喚,C,9225,626,571,102,15,50,15,0,
20011,unit_icon_0036_0_0.png,Ryan,,水,攻擊,4,覺醒,可召喚,B,10380,736,549,107,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
30215,unit_icon_0154_1_5.png,Ryomen Sukuna,,暗,攻擊,5,覺醒,可召喚,B,10875,801,615,104,15,50,15,25,
24011,unit_icon_0059_1_1.png,RYU,,水,攻擊,5,覺醒,可召喚,B,11040,801,604,103,15,50,15,25,
24012,unit_icon_0059_1_2.png,RYU,,火,攻擊,5,覺醒,可召喚,B,9885,889,593,103,15,50,15,25,
24013,unit_icon_0059_1_3.png,RYU,,風,攻擊,5,覺醒,可召喚,B,10215,845,615,103,30,50,15,0,
24014,unit_icon_0059_1_4.png,RYU,,光,攻擊,5,覺醒,可召喚,B,10710,867,560,103,30,50,15,0,
24015,unit_icon_0059_1_5.png,RYU,,暗,攻擊,5,覺醒,可召喚,B,10875,823,593,103,15,50,15,25,
22011,unit_icon_0045_0_3.png,Sabrina,,水,攻擊,4,覺醒,可召喚,S,9060,780,593,101,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
29113,unit_icon_0136_1_3.png,Sadiel and Zeryah,,風,支援,5,覺醒,可召喚,B,11040,703,703,102,15,50,40,0,
24713,unit_icon_0068_1_3.png,Sagar,薩格爾,風,體力,5,覺醒,可召喚,B,11850,747,604,101,15,50,15,25,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
18601,unit_icon_0031_0_0.png,Sage,,水,體力,5,未覺醒,可召喚,A,9885,659,659,102,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
18602,unit_icon_0031_1_0.png,Sage,,火,體力,5,未覺醒,可召喚,B,10545,681,593,102,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
18603,unit_icon_0031_2_0.png,Sage,,風,體力,5,未覺醒,可召喚,B,11040,736,505,102,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
18604,unit_icon_0031_3_0.png,Sage,,光,體力,5,未覺醒,可召喚,B,10710,659,604,102,15,50,15,0,Scroll of Light and Darkness
18605,unit_icon_0031_4_0.png,Sage,,暗,體力,5,未覺醒,可召喚,A,10875,692,560,102,15,50,15,0,Scroll of Light and Darkness
20314,unit_icon_0038_3_3.png,Sahara,,光,體力,3,覺醒,可召喚,C,10875,472,615,97,15,50,15,0,Scroll of Light and Darkness
28015,unit_icon_0115_1_5.png,Salah,,暗,支援,5,覺醒,可召喚,B,10875,747,670,103,30,50,15,0,
11101,unit_icon_0004_0_0.png,Salamander,,水,防禦,2,未覺醒,可召喚,D,6585,450,593,98,15,50,15,0,Magic Shop / Secret Dungeon / Unknown Scroll or Social Summon
11103,unit_icon_0004_2_0.png,Salamander,,風,防禦,2,未覺醒,可召喚,D,6750,527,505,98,15,50,15,0,Tamor Desert / Magic Shop / Secret Dungeon / Unknown Scroll or Social Summon
11104,unit_icon_0004_3_0.png,Salamander,,光,防禦,2,未覺醒,可召喚,D,7410,461,527,98,15,50,15,0,Secret Dungeon
11105,unit_icon_0004_4_0.png,Salamander,,暗,防禦,2,未覺醒,可召喚,D,7080,450,560,98,15,50,15,0,Secret Dungeon
11102,unit_icon_0004_1_0.png,Salamander,,火,防禦,3,未覺醒,可召喚,C,7575,538,604,98,15,50,15,0,Faimon Volcano / Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
12813,unit_icon_0011_2_1.png,Samour,,風,支援,1,覺醒,可召喚,D,7410,582,406,100,15,50,15,0,Kabir Ruins / Magic Shop / Unknown Scroll or Social Summon
16901,unit_icon_0026_0_0.png,Samurai,,水,攻擊,4,未覺醒,可召喚,C,9060,659,549,102,15,50,15,0,Fusion / Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
16902,unit_icon_0026_1_0.png,Samurai,,火,攻擊,4,未覺醒,可召喚,C,8895,681,538,102,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
16903,unit_icon_0026_2_0.png,Samurai,,風,攻擊,4,未覺醒,可召喚,C,9555,670,505,102,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
16904,unit_icon_0026_3_0.png,Samurai,,光,攻擊,4,未覺醒,可召喚,C,9390,648,538,104,15,50,15,0,Scroll of Light and Darkness
16905,unit_icon_0026_4_0.png,Samurai,,暗,攻擊,4,未覺醒,可召喚,C,9720,681,483,104,15,50,15,0,Scroll of Light and Darkness
13101,unit_icon_0012_0_3.png,Sandman,,水,防禦,1,未覺醒,可召喚,D,4275,439,593,102,15,50,15,0,Aiden Forest / Unknown Scroll or Social Summon
13102,unit_icon_0012_1_3.png,Sandman,,火,防禦,1,未覺醒,可召喚,D,4605,450,560,102,15,50,15,0,Unknown Scroll or Social Summon
13103,unit_icon_0012_2_3.png,Sandman,,風,防禦,1,未覺醒,可召喚,D,4440,417,604,102,15,50,15,0,Tamor Desert / Unknown Scroll or Social Summon
13105,unit_icon_0012_3_3.png,Sandman,,暗,防禦,1,未覺醒,可召喚,D,4770,428,571,102,15,50,15,0,Special Event
16012,unit_icon_0018_1_4.png,Sath,,火,攻擊,3,覺醒,可召喚,A,8565,823,417,94,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
16032,unit_icon_0071_3_1.png,Sath,,火,攻擊,3,二次覺醒,可召喚,A,9885,867,505,94,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
30311,unit_icon_0158_1_1.png,Satoru Gojo,五條 悟,水,防禦,5,覺醒,可召喚,B,10380,648,801,106,15,50,15,25,
30312,unit_icon_0158_1_2.png,Satoru Gojo,,火,攻擊,5,覺醒,可召喚,B,9885,856,626,106,30,50,15,0,
30313,unit_icon_0158_1_3.png,Satoru Gojo,,風,防禦,5,覺醒,可召喚,B,10050,659,812,106,15,50,40,0,
30314,unit_icon_0158_1_4.png,Satoru Gojo,五條 悟,光,防禦,5,覺醒,可召喚,A,10215,637,823,106,30,50,15,0,
30315,unit_icon_0158_1_5.png,Satoru Gojo,五條 悟,暗,攻擊,5,覺醒,可召喚,S,10545,812,626,106,15,50,15,25,
23513,unit_icon_0054_2_0.png,Savannah,,風,攻擊,5,覺醒,可召喚,B,10875,801,615,108,15,50,15,25,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
23613,unit_icon_0054_2_1.png,Savannah,,風,攻擊,5,覺醒,非常駐,B,10875,801,615,108,15,50,40,0,
22912,unit_icon_0049_1_4.png,Scarlett,,火,攻擊,4,覺醒,可召喚,B,9225,703,659,103,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
19701,unit_icon_0035_0_2.png,Sea Emperor,,水,攻擊,5,未覺醒,可召喚,B,9225,714,648,100,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
19702,unit_icon_0035_1_2.png,Sea Emperor,,火,攻擊,5,未覺醒,可召喚,A,9885,681,637,100,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
19703,unit_icon_0035_2_2.png,Sea Emperor,,風,防禦,5,未覺醒,可召喚,A,9885,626,692,100,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
19704,unit_icon_0035_3_2.png,Sea Emperor,,光,支援,5,未覺醒,可召喚,B,10380,648,637,100,15,50,15,0,Scroll of Light and Darkness
19705,unit_icon_0035_4_2.png,Sea Emperor,,暗,攻擊,5,未覺醒,可召喚,B,9720,703,626,100,15,50,15,0,Scroll of Light and Darkness
12113,unit_icon_0009_2_2.png,Seal,,風,支援,2,覺醒,可召喚,D,8070,615,494,108,15,50,15,0,Magic Shop / Secret Dungeon / Unknown Scroll or Social Summon
12133,unit_icon_0160_3_3.png,Seal,,風,支援,2,二次覺醒,可召喚,D,9885,703,670,108,15,50,15,0,
15713,unit_icon_0022_2_1.png,Seara,塞阿拉,風,攻擊,5,覺醒,可召喚,S,10875,801,615,100,15,50,15,25,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
25014,unit_icon_0072_1_4.png,Seimei,晴明,光,支援,5,覺醒,可召喚,S,11370,648,736,103,15,50,15,25,Scroll of Light and Darkness
20512,unit_icon_0039_1_2.png,Sekhmet,賽克邁特,火,支援,5,覺醒,可召喚,A,11205,714,681,116,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
13313,unit_icon_0011_2_3.png,Selena,,風,攻擊,4,覺醒,可召喚,B,9555,790,549,106,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
19311,unit_icon_0032_0_4.png,Sera,,水,攻擊,3,覺醒,可召喚,C,8400,747,505,102,30,50,15,0,Guild Shop
12115,unit_icon_0009_4_2.png,Seren,,暗,攻擊,3,覺醒,可召喚,C,8895,659,560,104,15,50,15,0,Secret Dungeon / Scroll of Light and Darkness
12135,unit_icon_0160_3_5.png,Seren,,暗,攻擊,3,二次覺醒,可召喚,B,10050,747,615,104,15,50,15,0,
11301,unit_icon_0004_0_4.png,Serpent,,水,體力,3,未覺醒,可召喚,C,8730,516,549,99,15,50,15,0,Secret Dungeon / Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
11302,unit_icon_0004_1_4.png,Serpent,,火,體力,3,未覺醒,可召喚,B,10545,505,439,99,15,50,15,0,Secret Dungeon / Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
11303,unit_icon_0004_2_4.png,Serpent,,風,體力,3,未覺醒,可召喚,C,10050,527,450,99,15,50,15,0,Fusion / Tamor Desert / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
11304,unit_icon_0004_3_4.png,Serpent,,光,體力,3,未覺醒,可召喚,C,9555,494,516,99,15,50,15,0,Scroll of Light and Darkness
11305,unit_icon_0004_4_4.png,Serpent,,暗,體力,3,未覺醒,可召喚,C,9060,560,483,99,15,50,15,0,Scroll of Light and Darkness
24602,unit_icon_0067_0_2.png,Shadow Claw,,火,攻擊,5,未覺醒,可召喚,B,9390,747,604,102,15,50,15,0,
25901,unit_icon_0086_0_1.png,Shadowcaster,,水,攻擊,5,未覺醒,可召喚,A,9060,801,571,104,15,50,15,0,
25902,unit_icon_0086_0_2.png,Shadowcaster,,火,攻擊,5,未覺醒,可召喚,B,9885,769,549,104,15,50,15,0,
25903,unit_icon_0086_0_3.png,Shadowcaster,,風,支援,5,未覺醒,可召喚,B,10380,659,626,104,15,50,15,0,
25904,unit_icon_0086_0_4.png,Shadowcaster,,光,支援,5,未覺醒,可召喚,B,10380,703,582,104,15,50,15,0,
25905,unit_icon_0086_0_5.png,Shadowcaster,,暗,攻擊,5,未覺醒,可召喚,B,9555,790,549,104,15,50,15,0,
15814,unit_icon_0007_3_1.png,Shaffron,,光,防禦,3,覺醒,可召喚,C,8895,604,615,102,30,50,15,0,Scroll of Light and Darkness
28013,unit_icon_0115_1_3.png,Shahat,,風,體力,5,覺醒,可召喚,B,12510,714,593,103,15,50,15,25,
11311,unit_icon_0005_0_0.png,Shailoq,,水,體力,3,覺醒,可召喚,B,9720,560,604,115,15,50,15,0,Secret Dungeon / Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
21912,unit_icon_0045_1_1.png,Shaina,,火,攻擊,4,覺醒,可召喚,B,9390,747,604,103,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
14013,unit_icon_0015_2_1.png,Shakan,,風,防禦,3,覺醒,可召喚,C,8565,582,659,115,15,50,15,0,Secret Dungeon / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
14033,unit_icon_0053_2_1.png,Shakan,,風,防禦,3,二次覺醒,可召喚,B,10050,626,736,115,15,50,15,0,Secret Dungeon / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
11514,unit_icon_0005_3_4.png,Shamann,,光,防禦,3,覺醒,可召喚,B,11040,472,604,111,15,50,15,0,Scroll of Light and Darkness
11534,unit_icon_0055_0_3.png,Shamann,,光,防禦,3,二次覺醒,可召喚,B,11370,505,769,111,15,50,15,0,Scroll of Light and Darkness
10614,unit_icon_0002_3_1.png,Shamar,,光,攻擊,2,覺醒,可召喚,D,8235,725,373,115,15,50,15,0,Secret Dungeon
10634,unit_icon_0211_3_4.png,Shamar,,光,攻擊,2,二次覺醒,可召喚,D,10710,780,538,115,15,50,15,0,
14614,unit_icon_0017_3_2.png,Shan,,光,攻擊,5,覺醒,可召喚,B,10215,812,648,95,15,50,15,25,Scroll of Light and Darkness
10313,unit_icon_0001_2_0.png,Shannon,,風,支援,2,覺醒,可召喚,A,8730,505,560,111,15,50,15,0,Magic Shop / Secret Dungeon / Unknown Scroll or Social Summon
10333,unit_icon_0051_2_1.png,Shannon,,風,支援,2,二次覺醒,可召喚,A,10380,648,692,111,15,50,15,0,Magic Shop / Secret Dungeon / Unknown Scroll or Social Summon
11114,unit_icon_0004_3_1.png,Sharman,,光,防禦,2,覺醒,可召喚,D,8400,505,582,99,15,50,15,0,Secret Dungeon
15411,unit_icon_0020_0_3.png,Sharron,,水,攻擊,3,覺醒,可召喚,C,8235,823,439,105,15,50,15,0,Secret Dungeon / Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
33902,unit_icon_0197_1_2.png,Shasha,,火,攻擊,4,未覺醒,非常駐,C,9225,681,516,104,15,50,15,0,
33912,unit_icon_0197_1_2.png,Shasha,,火,攻擊,4,覺醒,可召喚,B,9885,758,560,105,15,50,15,0,
33903,unit_icon_0197_1_3.png,Shasha,,風,攻擊,4,未覺醒,非常駐,C,9390,670,516,104,15,50,15,0,
33913,unit_icon_0197_1_3.png,Shasha,,風,攻擊,4,覺醒,可召喚,B,10050,736,571,105,15,50,15,0,
33901,unit_icon_0197_1_1.png,Shasha,,水,支援,5,未覺醒,非常駐,B,10050,681,626,104,15,50,15,0,
33911,unit_icon_0197_1_1.png,Shasha,,水,支援,5,覺醒,可召喚,B,10875,736,681,105,15,50,15,25,
33904,unit_icon_0197_1_4.png,Shasha,,光,支援,5,未覺醒,非常駐,B,9720,670,659,104,15,50,15,0,
33914,unit_icon_0197_1_4.png,Shasha,,光,支援,5,覺醒,可召喚,B,10545,725,714,105,15,50,15,25,
33905,unit_icon_0197_1_5.png,Shasha,,暗,支援,5,未覺醒,非常駐,B,10050,659,648,104,15,50,15,0,
33915,unit_icon_0197_1_5.png,Shasha,,暗,支援,5,覺醒,可召喚,B,11040,714,692,105,30,50,15,0,
17414,unit_icon_0027_3_1.png,Shazam,,光,體力,5,覺醒,可召喚,B,12675,604,692,101,15,50,15,0,Scroll of Light and Darkness
16811,unit_icon_0025_0_4.png,Shi Hou,齊天大聖,水,攻擊,5,覺醒,可召喚,S,9885,845,637,115,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
11212,unit_icon_0004_1_3.png,Shihwa,,火,攻擊,4,覺醒,可召喚,B,9555,714,626,102,15,50,15,0,Guild Shop / Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
11813,unit_icon_0007_2_0.png,Shimitae,,風,攻擊,4,覺醒,可召喚,B,10215,834,461,106,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
25011,unit_icon_0072_1_1.png,Shizuka,玄佳,水,支援,5,覺醒,可召喚,A,11040,659,747,103,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
12014,unit_icon_0007_3_4.png,Shren,,光,支援,3,覺醒,可召喚,B,10380,725,395,104,15,50,15,0,Scroll of Light and Darkness
12034,unit_icon_0074_3_4.png,Shren,,光,支援,3,二次覺醒,可召喚,B,11040,790,505,104,15,50,15,0,
10615,unit_icon_0002_4_1.png,Shumar,,暗,攻擊,3,覺醒,可召喚,C,7575,834,472,115,30,50,15,0,Secret Dungeon / Scroll of Light and Darkness
10635,unit_icon_0211_3_5.png,Shumar,,暗,攻擊,3,二次覺醒,可召喚,B,9390,878,527,115,30,50,15,0,
25914,unit_icon_0086_1_4.png,Shun,,光,支援,5,覺醒,可召喚,B,11370,758,626,105,15,50,15,25,
13214,unit_icon_0013_3_1.png,Shushu,,光,支援,2,覺醒,可召喚,D,9060,450,593,99,15,50,15,0,Secret Dungeon
13234,unit_icon_0070_3_3.png,Shushu and Friends,,光,支援,2,二次覺醒,可召喚,D,11040,593,703,99,15,50,15,0,Secret Dungeon
12114,unit_icon_0009_3_2.png,Sia,,光,攻擊,3,覺醒,可召喚,C,9225,670,527,105,15,50,15,0,Secret Dungeon / Scroll of Light and Darkness
12134,unit_icon_0160_3_4.png,Sia,,光,攻擊,3,二次覺醒,可召喚,B,10215,769,582,105,15,50,15,0,
26014,unit_icon_0085_1_4.png,Siamese,,光,體力,4,覺醒,可召喚,B,12510,560,582,100,15,50,15,0,
13411,unit_icon_0011_0_2.png,Sian,,水,攻擊,4,覺醒,可召喚,B,10545,834,439,103,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
10612,unit_icon_0002_1_1.png,Sieq,,火,攻擊,2,覺醒,可召喚,D,6255,823,406,115,15,50,15,0,Faimon Volcano / Magic Shop / Unknown Scroll or Social Summon
10632,unit_icon_0211_3_2.png,Sieq,,火,攻擊,2,二次覺醒,可召喚,D,8565,900,560,115,15,50,15,0,
16915,unit_icon_0026_4_1.png,Sige,,暗,攻擊,4,覺醒,可召喚,B,8730,911,483,105,30,50,15,0,Scroll of Light and Darkness
14511,unit_icon_0017_0_3.png,Sigmarus,,水,攻擊,5,覺醒,可召喚,S,9720,988,505,99,30,50,15,0,Fusion
28215,unit_icon_0117_1_5.png,Sigrid,,暗,體力,5,覺醒,可召喚,B,12180,736,593,103,15,50,40,0,
15913,unit_icon_0023_2_3.png,Silia,,風,攻擊,3,覺醒,可召喚,C,9060,681,527,97,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15933,unit_icon_0083_3_3.png,Silia,,風,攻擊,3,二次覺醒,可召喚,B,10215,747,604,97,15,50,15,0,
16514,unit_icon_0025_3_2.png,Silver,,光,防禦,3,覺醒,可召喚,C,9720,461,703,98,15,50,15,25,Scroll of Light and Darkness
16534,unit_icon_0125_3_4.png,Silver,,光,防禦,3,二次覺醒,可召喚,B,10545,527,801,98,15,50,15,25,
34901,unit_icon_0219_1_1.png,Silver Tail,,水,支援,5,未覺醒,非常駐,B,10380,593,692,104,15,50,15,0,
34911,unit_icon_0219_1_1.png,Silver Tail,,水,支援,5,覺醒,可召喚,B,11370,637,747,105,15,50,15,25,
20212,unit_icon_0037_1_3.png,Sin,,火,防禦,3,覺醒,可召喚,C,8400,593,659,99,15,50,40,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
12111,unit_icon_0009_0_2.png,Sisroo,,水,支援,2,覺醒,可召喚,D,7245,582,582,106,15,50,15,0,Mt. White Ragon / Magic Shop / Unknown Scroll or Social Summon
12131,unit_icon_0160_3_1.png,Sisroo,,水,支援,2,二次覺醒,可召喚,D,9225,681,736,106,15,50,15,0,
22413,unit_icon_0047_2_0.png,Skogul,,風,體力,4,覺醒,可召喚,B,11205,560,670,99,15,50,40,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
22513,unit_icon_0047_2_0.png,Skogul,,風,體力,4,未覺醒,非常駐,B,11205,560,670,99,15,50,40,0,
16401,unit_icon_0023_0_4.png,Skull Soldier,,水,防禦,2,未覺醒,可召喚,D,7410,439,549,99,15,50,15,0,Unknown Scroll or Social Summon
16402,unit_icon_0023_1_4.png,Skull Soldier,,火,防禦,2,未覺醒,可召喚,D,6915,483,538,99,15,50,15,0,Ferun Castle / Unknown Scroll or Social Summon
16403,unit_icon_0023_2_4.png,Skull Soldier,,風,防禦,2,未覺醒,可召喚,D,7245,472,527,99,15,50,15,0,Unknown Scroll or Social Summon
18301,unit_icon_0029_0_2.png,Sky Dancer,,水,支援,4,未覺醒,可召喚,C,9555,626,549,100,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
18302,unit_icon_0029_1_2.png,Sky Dancer,,火,攻擊,4,未覺醒,可召喚,C,8895,659,560,100,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
18303,unit_icon_0029_2_2.png,Sky Dancer,,風,支援,4,未覺醒,可召喚,S,9225,626,571,100,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
18304,unit_icon_0029_3_2.png,Sky Dancer,,光,支援,5,未覺醒,可召喚,A,10215,692,604,100,15,50,15,0,Scroll of Light and Darkness
18305,unit_icon_0029_4_2.png,Sky Dancer,,暗,攻擊,5,未覺醒,可召喚,A,9885,725,593,100,15,50,15,0,Scroll of Light and Darkness
25301,unit_icon_0076_0_1.png,Sky Surfer,,水,支援,5,未覺醒,可召喚,B,10545,637,637,104,15,50,15,0,
25302,unit_icon_0076_0_2.png,Sky Surfer,,火,攻擊,5,未覺醒,可召喚,B,9390,769,582,104,15,50,15,0,
25303,unit_icon_0076_0_3.png,Sky Surfer,,風,攻擊,5,未覺醒,可召喚,S,9885,747,571,104,15,50,15,0,
25304,unit_icon_0076_0_4.png,Sky Surfer,,光,攻擊,5,未覺醒,可召喚,B,9720,714,615,104,15,50,15,0,
25305,unit_icon_0076_0_5.png,Sky Surfer,,暗,支援,5,未覺醒,可召喚,B,10380,626,659,104,15,50,15,0,
24701,unit_icon_0068_0_1.png,Slayer,,水,體力,5,未覺醒,可召喚,B,11205,659,571,100,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
24702,unit_icon_0068_0_2.png,Slayer,,火,體力,5,未覺醒,可召喚,B,11850,582,604,100,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
24703,unit_icon_0068_0_3.png,Slayer,,風,體力,5,未覺醒,可召喚,B,10545,703,571,100,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
24704,unit_icon_0068_0_4.png,Slayer,,光,體力,5,未覺醒,可召喚,A,11205,615,615,100,15,50,15,0,Scroll of Light and Darkness
24705,unit_icon_0068_0_5.png,Slayer,,暗,體力,5,未覺醒,可召喚,B,11700,593,604,100,15,50,15,0,Scroll of Light and Darkness
12201,unit_icon_0010_0_0.png,Slime,,水,防禦,1,未覺醒,可召喚,D,4935,329,659,102,15,50,15,0,Unknown Scroll or Social Summon
12202,unit_icon_0010_1_0.png,Slime,,火,防禦,1,未覺醒,可召喚,D,4935,329,659,102,15,50,15,0,Mt. Siz / Unknown Scroll or Social Summon
12203,unit_icon_0010_2_0.png,Slime,,風,防禦,1,未覺醒,可召喚,D,4935,329,659,102,15,50,15,0,Mt. Runar / Unknown Scroll or Social Summon
27213,unit_icon_0106_1_3.png,Smicer,斯米奇勒,風,攻擊,5,覺醒,可召喚,B,10050,834,637,100,15,50,15,25,
20712,unit_icon_0040_1_1.png,Smokey,,火,攻擊,4,覺醒,可召喚,B,9555,747,593,101,15,50,15,0,Guild Shop / Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
22701,unit_icon_0048_0_0.png,Sniper Mk.I,,水,攻擊,4,未覺醒,可召喚,C,9060,659,549,96,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
22702,unit_icon_0048_1_0.png,Sniper Mk.I,,火,攻擊,4,未覺醒,可召喚,C,8895,648,571,96,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
22802,unit_icon_0048_1_0.png,Sniper Mk.I,,火,攻擊,4,未覺醒,非常駐,C,8895,648,571,96,15,50,15,0,
22703,unit_icon_0048_2_0.png,Sniper Mk.I,,風,攻擊,4,未覺醒,可召喚,C,8730,626,604,96,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
22803,unit_icon_0048_2_0.png,Sniper Mk.I,,風,攻擊,4,未覺醒,非常駐,C,8730,626,604,96,15,50,15,0,
22704,unit_icon_0048_3_0.png,Sniper Mk.I,,光,攻擊,4,未覺醒,可召喚,C,8730,670,560,96,15,50,15,0,Scroll of Light and Darkness
22705,unit_icon_0048_4_0.png,Sniper Mk.I,,暗,攻擊,4,未覺醒,可召喚,C,8565,681,560,96,15,50,15,0,Scroll of Light and Darkness
22805,unit_icon_0048_4_0.png,Sniper Mk.I,,暗,攻擊,4,未覺醒,非常駐,C,8565,681,560,96,15,50,15,0,
11211,unit_icon_0004_0_3.png,Soha,,水,攻擊,4,覺醒,可召喚,B,8235,878,549,102,15,50,15,0,Guild Shop / Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
30711,unit_icon_0161_1_1.png,Solvark,,水,防禦,5,覺醒,可召喚,B,10050,604,867,101,15,50,15,25,
28212,unit_icon_0117_1_2.png,Solveig,,火,體力,4,覺醒,可召喚,B,11700,670,527,103,15,50,15,0,
16815,unit_icon_0025_4_4.png,Son Zhang Lao,六耳獼猴,暗,體力,5,覺醒,可召喚,A,12180,692,637,118,15,50,15,0,Scroll of Light and Darkness
23911,unit_icon_0057_1_1.png,Songseol,,水,支援,4,覺醒,可召喚,B,11205,659,571,107,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
26113,unit_icon_0087_1_3.png,Sonia,索妮亞,風,攻擊,5,覺醒,可召喚,S,10215,867,593,119,15,50,15,0,
21411,unit_icon_0043_0_2.png,Sonnet,,水,支援,4,覺醒,可召喚,B,10710,604,659,98,15,50,15,25,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
20312,unit_icon_0038_1_3.png,Sonora,,火,體力,3,覺醒,可召喚,C,10215,538,593,97,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
13913,unit_icon_0014_2_4.png,Sophia,,風,攻擊,4,覺醒,可召喚,B,9555,900,439,103,15,50,15,0,Guild Shop / Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
10115,unit_icon_0000_4_1.png,Sorin,,暗,攻擊,2,覺醒,可召喚,D,7740,615,516,102,15,50,15,0,Secret Dungeon
10135,unit_icon_0051_4_0.png,Sorin,,暗,攻擊,2,二次覺醒,可召喚,D,9225,790,626,102,15,50,15,0,Secret Dungeon
