地下城,隊伍,角色(中),角色(英),定位,持有,洞,建議套裝,建議主屬,符文★,符文套裝,符文主屬,副屬,效率,現位置
世界王 Worldboss,高分速刷,Lushen,Lushen,範圍斬殺,✓,6,激怒,ATK%,6★,激怒,ATK%+63,ACC%+5(前) / CDmg%+23 / ATK+38+27磨寶 / CRate%+5 / HP%+6+10磨,107.1,Lucas
世界王 Worldboss,高分速刷,Megan,Megan,攻buff+回能,✓,1,迅速,HP,6★,迅速,ATK+160,ATK%+5(前) / HP+545+548磨寶 / ACC%+8 / SPD+21+4磨 / HP%+8+7磨,111.3,Nina Williams
世界王 Worldboss,高分速刷,Megan,Megan,攻buff+回能,✓,2,迅速,SPD,6★,迅速,SPD+42,ATK%+23+9磨 / ATK+31+26磨寶 / CDmg%+13 / HP+597+452磨,117.9,Tiana
世界王 Worldboss,高分速刷,Megan,Megan,攻buff+回能,✓,3,意志,ATK,6★,意志,DEF+160,CRate%+6(前) / SPD+16+4磨 / HP%+15+6磨 / DEF%+11+10磨寶 / HP+738+483磨,127.4,Rina
世界王 Worldboss,高分速刷,Megan,Megan,攻buff+回能,✓,4,迅速,HP%,6★,迅速,HP%+63,HP+302(前) / RES%+7 / SPD+22+4磨 / ATK%+15+7磨 / CDmg%+7,105.5,Konamiya
世界王 Worldboss,高分速刷,Megan,Megan,攻buff+回能,✓,5,迅速,DEF,6★,迅速,HP+2448,DEF%+8(前) / SPD+22+4磨 / DEF+38+29磨寶 / HP%+5+7磨 / RES%+8,115.6,Konamiya
世界王 Worldboss,高分速刷,Megan,Megan,攻buff+回能,✓,6,意志,HP%,6★,意志,HP%+63,CRate%+6(前) / DEF%+7+10磨 / SPD+23+5磨 / CDmg%+10 / ATK%+11+9磨寶,119.4,Carcano
世界王 Worldboss,高分速刷,Spectra,Spectra,多段,✓,1,刀刃,HP,6★,刀刃,ATK+160,SPD+26+5磨 / ATK%+11+9磨寶 / CDmg%+5 / HP+282+546磨,111.3,倉庫
世界王 Worldboss,高分速刷,Spectra,Spectra,多段,✓,2,暴走,SPD,6★,暴走,SPD+42,RES%+8(前) / HP+209 / CDmg%+14 / ATK+31+18磨寶 / ATK%+30+7磨,111.7,Gandalf
世界王 Worldboss,高分速刷,Spectra,Spectra,多段,✓,3,暴走,ATK,6★,暴走,DEF+160,DEF%+6(前) / HP%+20+7磨 / HP+508+532磨寶 / ACC%+7 / SPD+18+5磨,118.6,Nobara Kugisaki
世界王 Worldboss,高分速刷,Spectra,Spectra,多段,✓,4,刀刃,CDmg%,6★,刀刃,CDmg%+80,SPD+20+5磨 / DEF%+8+9磨 / CRate%+12 / ATK%+11+8磨寶,111.9,Beth
世界王 Worldboss,高分速刷,Spectra,Spectra,多段,✓,5,暴走,DEF,6★,暴走,HP+2448,CDmg%+4(前) / DEF+36+28磨寶 / SPD+22+5磨 / DEF%+7+7磨 / HP%+8+7磨,120.7,Veromos
世界王 Worldboss,高分速刷,Spectra,Spectra,多段,✓,6,暴走,ATK%,6★,暴走,ATK%+63,ACC%+7(前) / SPD+20+4磨 / HP+396+491磨 / CRate%+6 / HP%+10+7磨寶,109.8,Elsharion
